34466, 68947949, 4.68, 4.66, 15.92, 36.23, 1023.88, 26.362, 0.280, 0.4341, 0.3907, 12.973
34467, 68949949, 4.65, 4.69, 17.47, 38.12, 1024.00, 26.375, 0.294, 0.4487, 0.3960, 13.404
34468, 68951949, 4.66, 4.74, 17.25, 36.97, 1024.38, 26.337, 0.285, 0.4396, 0.4027, 13.944
34469, 68953949, 4.72, 4.71, 17.58, 37.67, 1023.75, 26.312, 0.291, 0.4449, 0.4097, 14.529
34470, 68955949, 4.72, 4.69, 15.95, 35.97, 1023.88, 26.362, 0.278, 0.4320, 0.4162, 15.066
34471, 68957949, 4.69, 4.68, 15.55, 36.14, 1023.88, 26.362, 0.279, 0.4333, 0.4217, 15.472
34472, 68959949, 4.66, 4.69, 14.95, 34.91, 1023.88, 26.350, 0.269, 0.4237, 0.4258, 15.732
34473, 68961949, 4.68, 4.66, 15.08, 35.25, 1024.00, 26.350, 0.272, 0.4264, 0.4285, 15.863
34474, 68963949, 4.65, 4.66, 16.91, 34.81, 1023.88, 26.350, 0.269, 0.4230, 0.4302, 15.960
34475, 68965949, 4.65, 4.74, 14.63, 34.48, 1023.88, 26.350, 0.266, 0.4205, 0.4307, 16.013
34476, 68967949, 4.72, 4.74, 13.88, 34.33, 1023.75, 26.325, 0.265, 0.4191, 0.4304, 15.937
34477, 68969949, 4.72, 4.74, 14.02, 34.84, 1023.88, 26.325, 0.269, 0.4231, 0.4296, 15.760
34478, 68971949, 4.72, 4.69, 11.42, 34.75, 1023.13, 26.337, 0.268, 0.4225, 0.4286, 15.449
34479, 68973949, 4.68, 4.68, 11.83, 35.23, 1023.88, 26.350, 0.272, 0.4263, 0.4277, 14.996
34480, 68975949, 4.61, 4.66, 12.28, 35.64, 1023.88, 26.375, 0.275, 0.4295, 0.4271, 14.505
34481, 68977949, 4.66, 4.63, 12.03, 35.67, 1024.13, 26.337, 0.275, 0.4296, 0.4268, 14.024
34482, 68979949, 4.65, 4.66, 12.94, 35.48, 1023.88, 26.325, 0.274, 0.4281, 0.4268, 13.602
34483, 68981949, 4.66, 4.74, 13.31, 35.83, 1024.00, 26.325, 0.277, 0.4307, 0.4269, 13.286
34484, 68983949, 4.69, 4.69, 12.78, 35.45, 1024.50, 26.337, 0.274, 0.4279, 0.4272, 13.058
34485, 68985949, 4.72, 4.69, 13.38, 34.59, 1023.50, 26.337, 0.267, 0.4213, 0.4272, 12.905
34486, 68987949, 4.68, 4.69, 14.50, 35.78, 1023.88, 26.337, 0.276, 0.4304, 0.4271, 12.866
34487, 68989949, 4.68, 4.68, 14.91, 35.48, 1023.88, 26.350, 0.274, 0.4282, 0.4272, 12.956
34488, 68991949, 4.61, 4.68, 14.91, 34.12, 1024.00, 26.350, 0.263, 0.4177, 0.4270, 13.140
34489, 68993949, 4.66, 4.66, 14.88, 34.52, 1023.75, 26.350, 0.266, 0.4207, 0.4263, 13.375
34490, 68995949, 4.65, 4.69, 14.36, 34.34, 1023.63, 26.325, 0.265, 0.4193, 0.4255, 13.613
34491, 68997949, 4.68, 4.74, 13.33, 33.77, 1023.75, 26.375, 0.261, 0.4151, 0.4244, 13.788
34492, 68999949, 4.72, 4.74, 13.56, 33.42, 1023.88, 26.375, 0.258, 0.4124, 0.4230, 13.885
